Setting,MSE,MAE
lt_ETTm1_336_336iTransformer_iTransformer_ETTm1_ftM_sl720_ll168_pl336_dm128_nh8_el2_dl1_df128_fc3_ebtimeF_dtTrue_Exp_tn0_stl0.0001_um1_0,0.38967838883399963,0.4189918637275696
lt_ETTm1_336_720iTransformer_iTransformer_ETTm1_ftM_sl720_ll168_pl720_dm128_nh8_el2_dl1_df128_fc3_ebtimeF_dtTrue_Exp_tn0_stl0.0001_um1_0,0.43813571333885193,0.4433041214942932
lt_ETTm2_336_96iTransformer_iTransformer_ETTm2_ftM_sl720_ll168_pl96_dm128_nh8_el2_dl1_df128_fc3_ebtimeF_dtTrue_Exp_tn0_stl0.0001_um1_0,0.17494012415409088,0.2738335132598877
lt_ETTm2_336_192iTransformer_iTransformer_ETTm2_ftM_sl720_ll168_pl192_dm128_nh8_el2_dl1_df128_fc3_ebtimeF_dtTrue_Exp_tn0_stl0.0001_um1_0,0.2406737357378006,0.3231638967990875
lt_ETTm2_336_336iTransformer_iTransformer_ETTm2_ftM_sl720_ll168_pl336_dm128_nh8_el2_dl1_df128_fc3_ebtimeF_dtTrue_Exp_tn0_stl0.0001_um1_0,0.3117949068546295,0.3737621605396271
lt_ETTm2_336_720iTransformer_iTransformer_ETTm2_ftM_sl720_ll168_pl720_dm128_nh8_el2_dl1_df128_fc3_ebtimeF_dtTrue_Exp_tn0_stl0.0001_um1_0,0.4409595727920532,0.4644167423248291
lt_electricity_336_96iTransformer_iTransformer_custom_ftM_sl720_ll168_pl96_dm512_nh8_el3_dl1_df512_fc3_ebtimeF_dtTrue_Exp_tn1_stl0.001_um0_0,0.13466636836528778,0.23617267608642578
lt_electricity_336_192iTransformer_iTransformer_custom_ftM_sl720_ll168_pl192_dm512_nh8_el3_dl1_df512_fc3_ebtimeF_dtTrue_Exp_tn1_stl0.001_um0_0,0.1531156301498413,0.2523253858089447
lt_electricity_336_336iTransformer_iTransformer_custom_ftM_sl720_ll168_pl336_dm512_nh8_el3_dl1_df512_fc3_ebtimeF_dtTrue_Exp_tn1_stl0.001_um0_0,0.1616758555173874,0.2632858157157898
lt_electricity_336_720iTransformer_iTransformer_custom_ftM_sl720_ll168_pl720_dm512_nh8_el3_dl1_df512_fc3_ebtimeF_dtTrue_Exp_tn1_stl0.001_um0_0,0.18369178473949432,0.2869594395160675
